timestamp,epoch,cost,mse,rmse,mae,max_err,psnr,ssim
1787443424.0051093,0,0.0,0.06151738081979869,0.2480269759921261,0.18358153490238882,1.0,12.110021626811406,0.029079904779791832
1787443424.8655653,9,0.10967067629098892,0.03735223040213359,0.19326725124069413,0.1481749555530517,1.3047910034656525,14.276834615744711,0.10563810914754868
1787443425.7624896,35,0.13855065405368805,0.004534641328145423,0.0673397455307445,0.04885884610091833,0.9555131271481514,23.43457057848503,0.48664548993110657
1787443426.589518,66,0.020311232656240463,0.003008208273485207,0.05484713550847672,0.03730068470194081,0.9246098846197128,25.216920983871766,0.732161283493042
1787443427.4160368,96,0.01619134657084942,0.002535646092829027,0.050355199263125025,0.0321317786837119,0.9262140803039074,25.959113619940656,0.8130264282226562
1787443428.2394495,134,0.1337241679430008,0.0026307968152791683,0.05129129375711992,0.03354105803911663,0.9220944233238697,25.799126923443264,0.8358309864997864
1787443429.0585303,183,0.013214245438575745,0.002586519346122571,0.05085783465821732,0.0330613282105831,0.9177016690373421,25.872842687237224,0.8539778590202332
1787443429.8884456,244,0.013538170605897903,0.002547542027635735,0.05047318127120318,0.03298073147595214,0.9032265767455101,25.938786423788628,0.8601272702217102
1787443430.6962655,280,0.01337369903922081,0.0025666416570949177,0.050662033684949107,0.033151989354658004,0.9213023409247398,25.906347610861708,0.8618073463439941
1787443431.5083218,320,0.13354673981666565,0.0025879723276500282,0.05087211738909664,0.03351085614033965,0.9035385549068451,25.870403715998634,0.8627598285675049
1787443432.3164363,365,0.1338721662759781,0.0025291385265798112,0.050290541124348734,0.03256443507690942,0.9040815010666847,25.970273825151892,0.8667752146720886
1787443433.1290553,415,0.012998029589653015,0.0025447655958401563,0.05044566974320151,0.03296604484307081,0.9070053845643997,25.943522151477673,0.8671976923942566
1787443433.934154,471,0.011885382235050201,0.0025461561915449743,0.05045945096357048,0.03305506940906346,0.9066124483942986,25.941149583515006,0.8681356310844421
1787443434.7294729,533,0.13362328708171844,0.002557505249134759,0.05057178313184892,0.03320907796378056,0.8985316604375839,25.92183466098905,0.8677172064781189
1787443435.516406,602,0.13370004296302795,0.0025407479660080347,0.050405832658612384,0.03288270675889134,0.8857217580080032,25.950384132347356,0.8699834942817688
1787443436.3448927,678,0.011642036028206348,0.0025391771176862827,0.050390248239974796,0.032850858363260745,0.8903421461582184,25.953070041636728,0.8707611560821533
1787443437.1511743,762,0.011625259183347225,0.0025475164066004557,0.05047292746215991,0.032937921966860434,0.8955110907554626,25.93883010204456,0.8706266283988953
1787443438.3311095,855,0.011565912514925003,0.0025296854352259363,0.05029597832059673,0.03276603972677115,0.8793053179979324,25.96933479601542,0.8717840313911438
1787443439.1502368,855,0.011565912514925003,0.0025296854352259363,0.05029597832059673,0.03276603972677115,0.8793053179979324,25.96933479601542,0.8717840313911438
1787443439.954596,958,0.012468427419662476,0.0025483084523984434,0.050480773096283335,0.033036445875078535,0.8897351175546646,25.937480051148736,0.8714397549629211
1787443441.0717952,1072,0.012403671629726887,0.0025198251532677633,0.050197860046696845,0.03276251247560725,0.8954515308141708,25.986295929646435,0.8722025752067566
1787443441.8983388,1072,0.012403671629726887,0.0025198251532677633,0.050197860046696845,0.03276251247560725,0.8954515308141708,25.986295929646435,0.8722025752067566
1787443442.6781435,1198,0.012470864690840244,0.0025424890137038044,0.05042310000093017,0.03303934719531847,0.8864886239171028,25.947409147867937,0.8718643188476562
1787443444.3933222,1337,0.13360224664211273,0.002546377166141897,0.05046164054152319,0.033066033092236345,0.890510268509388,25.940772685608966,0.8717703819274902
1787443445.2257776,1337,0.13360224664211273,0.002546377166141897,0.05046164054152319,0.033066033092236345,0.890510268509388,25.940772685608966,0.8717703819274902
1787443446.1743674,1487,0.1335781067609787,0.002524918433525394,0.05024856648229275,0.03271285217379946,0.8863741457462311,25.97752646856831,0.8729808330535889
1787443446.9439898,1487,0.1335781067609787,0.002524918433525394,0.05024856648229275,0.03271285217379946,0.8863741457462311,25.97752646856831,0.8729808330535889
1787443447.9712462,1637,0.13374067842960358,0.002535254693713238,0.05035131273078427,0.032933807465912006,0.8775491788983345,25.959784043937365,0.872479259967804
1787443448.7435026,1637,0.13374067842960358,0.002535254693713238,0.05035131273078427,0.032933807465912006,0.8775491788983345,25.959784043937365,0.872479259967804
1787443449.799505,1787,0.1336696892976761,0.0025457964366768318,0.05045588604589986,0.03293772823201821,0.8926763236522675,25.941763255792225,0.8726146817207336
